ID,item,prompt,response,jrt,text,label
61-study_2-6828,0,0,talk to a bird very sternly like its life or depth. if they react and respond they might understand. use different and multiple birds and record findings,3.743521,A creative experiment for testing bird's understanding of human speech is talk to a bird very sternly like its life or depth. if they react and respond they might understand. use different and multiple birds and record findings,0.66764003
61-study_2-6834,8,8,he the different sizes of lake makes them heat and cool at different rates.,2.995658,A creative hypothesis for why water is warmer in one lake than another is he the different sizes of lake makes them heat and cool at different rates.,0.534262
93914-study_3-1672,7,7,Does the lack of humans on this jungle help or hinder the environment,4.213165,A creative research question for a jungle containing no human life is does the lack of humans on this jungle help or hinder the environment,0.7513989
113-study_1-4301,4,4,"ask random students for items like gum, paper, or pencils and see how many of them decide to share",3.514393,"A creative experiment for testing friendliness at different schools is ask random students for items like gum, paper, or pencils and see how many of them decide to share",0.6267761
93851-study_3-6319,9,9,use natural observation and then ask subjects what they had been thinking about,2.30077,A creative experiment for testing mind-reading abilities is use natural observation and then ask subjects what they had been thinking about,0.41033193
105-study_4-18285,11,11,does the planet provide any benefits to earth?,3.4858456,A creative research question for a new planet outside of our galaxy is does the planet provide any benefits to earth?,0.6216848
91303-study_3-872,1,1,if they have taco bell,3.0352547,A creative research question for a remote island with nonverbal communication is if they have taco bell,0.54132396
40-study_1-1488,4,4,speak to the teachers from different schools to talk about the students,3.514393,A creative experiment for testing friendliness at different schools is speak to the teachers from different schools to talk about the students,0.6267761
90700-study_3-953,1,1,What interactions happen between the people and the other organisms living in this environment,2.9496918,A creative research question for a remote island with nonverbal communication is what interactions happen between the people and the other organisms living in this environment,0.52606416
dupe_average,7,7,How big is this jungle?,1.3810165,A creative research question for a jungle containing no human life is how big is this jungle?,0.24629804
102-study_4-18211,7,7,what species live there?,1.8775431,A creative research question for a jungle containing no human life is what species live there?,0.33485132
131-study_1-5064,1,1,are these people able to communicate using their voices?,2.7612844,A creative research question for a remote island with nonverbal communication is are these people able to communicate using their voices?,0.49246258
27-study_1-985,6,6,trying to get them to laugh,1.5617459,A creative experiment for testing if animals have a sense of humor is trying to get them to laugh,0.2785303
108-study_1-4114,12,12,do the robot and human have a similar brain makeup?,2.7928045,A creative research question for a robot that can learn and think like humans is do the robot and human have a similar brain makeup?,0.498084
91819-study_3-4330,0,0,"Determine how to tell if the bird is paying attention, and see if their responses make sense when theyre spoken to.",3.4410748,"A creative experiment for testing bird's understanding of human speech is determine how to tell if the bird is paying attention, and see if their responses make sense when theyre spoken to.",0.61370015
